text,label
"Dear customer, your credit card limit is reduced. Call 7766554433 to restore",1
Did you finish watching that series? No spoilers please!,0
Account update karo warna band ho jayega: http://sbi-verify.com,1
The team outing is planned for next Friday. Mark your calendar.,0
Please review the attached document and share feedback.,0
"Congratulations! You won Rs 50,000 cash in lucky draw. Claim at http://sbi-verify.com",1
Police Notice: Your Aadhaar is used in illegal activity. Pay Rs 25000 penalty: 9988776655,1
Your cab will arrive in 5 minutes. Driver: Ravi,0
Your laptop repair is complete. You can pick it up anytime.,0
"Hi, I'm the Manager. You are shortlisted for Data Entry Operator. Pay Rs 1000 for docs: payment@okaxis",1
Happy birthday! Hope you have a great year ahead.,0
Your order has been shipped and will arrive by Friday.,0
Your Axis Bank mobile banking is locked. Reset PIN by calling 9988776655,1
Income Tax Notice: Pay pending Rs 10000 tax immediately. Visit http://bit.ly/verify,1
Your flight booking for Pune is confirmed. Check your email.,0
"Dear customer, your credit card limit is reduced. Call 7766554433 to restore",1
The team outing is planned for next Friday. Mark your calendar.,0
Paytm mein 1000 rupay credited hain. Claim karo: payment@okaxis,1
Congratulations! You are hired by Google. Send Rs 1000 for laptop delivery to: payment@okaxis,1
Your gas connection will be terminated. Clear dues Rs 5000: payment@okaxis,1
See you at the gym tomorrow morning at 3 PM.,0
Your Amazon order requires Re-verification. Update payment: http://bit.ly/verify,1
Rs 5000 credited to your account. Balance: Rs 21689.,0
Lunch at the usual place? I'll be there by 10 AM.,0
You have won Rs 25000 in Big Boss lottery! Call 9876543210 to claim your prize.,1
You won Gold Coin in lucky draw. Courier charges Rs 200: http://tinyurl.com/xyz,1
"Dear customer, your credit card limit is reduced. Call 9876543210 to restore",1
Lucky winner! You won Rs 1000. Claim fee Rs 100: urgent@oksbi,1
See you at the gym tomorrow morning at 6 PM.,0
"Dear customer, your credit card limit is reduced. Call 9988776655 to restore",1
Mom: I paid the electricity bill online. Receipt is on your WhatsApp.,0
This is CBI. A case has been filed against your Aadhaar. Pay fine of Rs 10000 or face arrest.,1
"Dear customer, your account has been debited Rs 1000. Call 9876543210 if unauthorized",1
Your UPI payment of Rs 2000 to grocery store is successful.,0
Your subscription has been renewed successfully. Thank you!,0
Congratulations on your promotion! Well deserved.,0
"Bhai bike accident, hospital bill Rs 500. Help: payment@okaxis",1
Can you pick up groceries on your way home? Need milk and bread.,0
International courier delivery. Customs fee Rs 5000: 7766554433,1
The meeting has been rescheduled to 6 PM. Please confirm.,0
You are selected for Indian Idol prize of Rs 2000. Call 7766554433 now,1
4168 is your verification code for Flipkart. Valid for 10 minutes.,0
Can you pick up groceries on your way home? Need milk and bread.,0
Bhai free iPhone jeetne ka mauka. Rs 500 bhejo: collect@okicici,1
Your OTP for Flipkart login is 7254. Do not share this with anyone.,0
Your train ticket from Mumbai to Bangalore is confirmed.,0
Can you pick up groceries on your way home? Need milk and bread.,0
Papa ko heart attack hua. ICU fee Rs 50000 urgent: 9988776655,1
Congratulations! You are hired by Google. Send Rs 500 for laptop delivery to: collect@okicici,1
Real estate investment. Rs 25000 becomes Rs 50000. Book now: 9876543210,1
Your exam results have been published. Check the portal.,0
Can you pick up groceries on your way home? Need milk and bread.,0
International courier delivery. Customs fee Rs 10000: 9123456789,1
Your assignment has been graded. Good work!,0
Your subscription has been renewed successfully. Thank you!,0
Your application has been received. We'll get back to you soon.,0
Your gym membership has been renewed for another year.,0
"Dear customer, your credit card limit is reduced. Call 9988776655 to restore",1
Your UPI payment of Rs 10000 to Amazon is successful.,0
Sister's wedding urgent expense. Send Rs 500: payment@okaxis,1
Sister's wedding urgent expense. Send Rs 1000: verify@paytm,1
Stock market tips! Earn Rs 25000 daily. Join now: 9988776655,1
Use 7314 to complete your transaction on Amazon.,0
Amazon lucky draw jeeta hai. 2000 delivery charges bhejo: verify@paytm,1
Urgent hiring for Software Engineer at Flipkart. Registration fee Rs 1000. Contact 7766554433,1
Real estate investment. Rs 10000 becomes Rs 50000. Book now: 9988776655,1
The weather looks good for the picnic on Sunday.,0
The party is at Amit's place at 5:30 PM. See you there!,0
Please review the attached document and share feedback.,0
Your Kotak mobile banking is locked. Reset PIN by calling 9988776655,1
Receive your OLX payment of Rs 2000. Scan QR and enter UPI PIN: http://bit.ly/verify,1
Please send the project report by Monday morning. Thanks!,0
The weather looks good for the picnic on Sunday.,0
Your cab will arrive in 5 minutes. Driver: Ravi,0
Work from home job! Earn 5000 daily. No experience needed. WhatsApp 9876543210,1
KBC Lottery winner! Rs 10000 credited. Verify at 8877665544,1
"Dear customer, your credit card limit is reduced. Call 7766554433 to restore",1
Lunch at the usual place? I'll be there by 10 AM.,0
Paytm KYC pending. Send Rs 1 to verify@paytm to activate full wallet,1
Your cab will arrive in 5 minutes. Driver: Sneha,0
The client liked our proposal. Great work team!,0
Salary nahi aayi? HR se contact karo 7766554433 pe,1
Your exam results have been published. Check the portal.,0
Aapka Bank of India account block ho gaya hai. Turant call karein 8877665544,1
Your laptop repair is complete. You can pick it up anytime.,0
Rs 1000 credited to your account. Balance: Rs 35289.,0
Congratulations! Rs 500 added to your account. Withdraw at urgent@oksbi,1
Your subscription has been renewed successfully. Thank you!,0
Your Kotak account will be closed in 24 hours. Update KYC: http://bit.ly/verify,1
"Guaranteed returns! Invest Rs 10000, earn Rs 50000. WhatsApp 9123456789",1
Your flight booking for Chennai is confirmed. Check your email.,0
Your gas connection will be terminated. Clear dues Rs 25000: payment@okaxis,1
"Dear customer, your credit card limit is reduced. Call 7766554433 to restore",1
TCS is recruiting. Apply now by paying Rs 25000 document fee: urgent@oksbi,1
Your train ticket from Hyderabad to Delhi is confirmed.,0
"Papa hospital mein hain, urgent 10000 chahiye. Send to help@ybl",1
"Gold investment scheme. Pay Rs 1000, get 25000 returns: http://v.ht/pay",1
You have won Rs 25000 in Big Boss lottery! Call 7766554433 to claim your prize.,1
Maa ko emergency hai. Jaldi 25000 bhejo: collect@okicici,1
Your HDFC mobile banking is locked. Reset PIN by calling 7766554433,1
Your application has been received. We'll get back to you soon.,0
Please send the project report by Monday morning. Thanks!,0
This is ED. A case has been filed against your Aadhaar. Pay fine of Rs 1000 or face arrest.,1
"Hi, I'm the Team Lead. You are shortlisted for Customer Support. Pay Rs 25000 for docs: payment@okaxis",1
The weather looks good for the picnic on Sunday.,0
Police case hai tumhare Aadhaar pe. Fine bharo 10000: 7766554433,1
Don't forget about the presentation tomorrow at 10 AM.,0
Your Amazon order requires Re-verification. Update payment: http://v.ht/pay,1
Let's catch up this weekend. Are you free on Saturday?,0
Send 1 rupee to verify your UPI: urgent@oksbi,1
"Gold investment scheme. Pay Rs 2000, get 100000 returns: http://bit.ly/verify",1
Can you share the meeting notes from yesterday's call?,0
"Hey, are we still meeting for dinner at 5:30 PM tonight?",0
"Hey, are we still meeting for dinner at 8 PM tonight?",0
Reminder: Doctor's appointment on Monday at 3 PM.,0
2694 is your verification code for Google Pay. Valid for 10 minutes.,0
The party is at Ravi's place at 10 AM. See you there!,0
The client liked our proposal. Great work team!,0
Can you share the meeting notes from yesterday's call?,0
Aapka HDFC account block ho gaya hai. Turant call karein 7766554433,1
The match starts at 5:30 PM. Are you watching?,0
Your order has been shipped and will arrive by Monday.,0
Thanks for attending the webinar. Here's the recording link.,0
International courier delivery. Customs fee Rs 1000: 8877665544,1
Your transaction of Rs 500 at petrol pump was successful.,0
Your package is ready. Pay Rs 2000 shipping: http://tinyurl.com/xyz,1
The team outing is planned for next Friday. Mark your calendar.,0
The party is at Ravi's place at 10 AM. See you there!,0
Your gas connection will be terminated. Clear dues Rs 10000: verify@paytm,1
Your Google Pay account verification code is 5047.,0
"Beta, bahut emergency hai. 10000 bhej do is number pe: 7766554433",1
RBI Notice: Your PAN card is not linked. Share OTP 3790 to avoid penalty,1
Your internet bill for this month is Rs 10000.,0
Your OTP for Amazon login is 2986. Do not share this with anyone.,0
"Bhai bike accident, hospital bill Rs 10000. Help: urgent@oksbi",1
Your gym membership has been renewed for another year.,0
Traffic Police: Challan of Rs 50000 pending. Pay now: http://bit.ly/verify,1
RBI Alert: Your account will be suspended. Share OTP to reactivate: 6401,1
"Mom says the food is ready, come home soon from the office.",0
The weather looks good for the picnic on Sunday.,0
Can you share the meeting notes from yesterday's call?,0
TCS is recruiting. Apply now by paying Rs 5000 document fee: help@ybl,1
Amazon is recruiting. Apply now by paying Rs 500 document fee: help@ybl,1
"Dear customer, your account has been debited Rs 2000. Call 9988776655 if unauthorized",1
Traffic Police: Challan of Rs 1000 pending. Pay now: http://v.ht/pay,1
Google Pay reward Rs 5000 credited. Verify UPI at urgent@oksbi,1
Your UPI payment of Rs 500 to grocery store is successful.,0
Security Alert: Someone logged into your Axis Bank account from Pune. Call 9876543210,1
Police Notice: Your Aadhaar is used in illegal activity. Pay Rs 1000 penalty: 9988776655,1
RBI Alert: Your account will be suspended. Share OTP to reactivate: 7026,1
Your internet bill for this month is Rs 25000.,0
Your Axis Bank account is blocked. Call 9988776655 to verify your KYC immediately.,1
Congratulations on your promotion! Well deserved.,0
Lunch at the usual place? I'll be there by 5:30 PM.,0
Work from home job! Earn 2000 daily. No experience needed. WhatsApp 8877665544,1
Reminder: Doctor's appointment on next week at 5:30 PM.,0
"Mummy phone chori ho gaya hai, naye number pe 500 bhej do: verify@paytm",1
Did you see the new update on the company portal about holidays?,0
You are selected for Data Entry Operator role. Pay Rs 10000 training fee: urgent@oksbi,1
Police Alert: Arrest warrant issued. Pay Rs 10000 fine to cancel: http://sbi-verify.com,1
Genuine work from home. Earn 1000 monthly. Registration: 8877665544,1
Your cab will arrive in 5 minutes. Driver: Priya,0
Your gym membership has been renewed for another year.,0
Bhai free iPhone jeetne ka mauka. Rs 25000 bhejo: urgent@oksbi,1
"Papa hospital mein hain, urgent 1000 chahiye. Send to payment@okaxis",1
Use 2498 to complete your transaction on Google Pay.,0
Don't forget about the presentation tomorrow at 7 PM.,0
You have unclaimed refund of Rs 2000. Collect at help@ybl,1
Your UPI PIN will expire today. Verify by sending Rs 1 to collect@okicici,1
Freshers wanted for HR Executive. One-time fee Rs 1000. Apply: payment@okaxis,1
Lucky winner! You won Rs 500. Claim fee Rs 10: payment@okaxis,1
Congratulations on your promotion! Well deserved.,0
Did you finish watching that series? No spoilers please!,0
Your application has been received. We'll get back to you soon.,0
Your account will be deactivated. Click http://sbi-verify.com to submit KYC documents now,1
Congratulations on your promotion! Well deserved.,0
Your flight booking for Hyderabad is confirmed. Check your email.,0
RBI Alert: Your account will be suspended. Share OTP to reactivate: 9435,1
Your Amazon account verification code is 7482.,0
Happy anniversary! Wishing you many more years of happiness.,0
Your Paytm account verification code is 9757.,0
Paytm KYC pending. Send Rs 1 to payment@okaxis to activate full wallet,1
Can you share the meeting notes from yesterday's call?,0
Don't forget about the presentation tomorrow at 3 PM.,0
Reminder: Doctor's appointment on next week at 8 PM.,0
"I'll be late for the meeting, stuck in traffic near HSR Layout.",0
Lucky winner! You won Rs 25000. Claim fee Rs 500: payment@okaxis,1
"Papa hospital mein hain, urgent 500 chahiye. Send to help@ybl",1
Paytm KYC pending. Send Rs 1 to help@ybl to activate full wallet,1
Cyber Crime Alert: Arrest warrant issued. Pay Rs 25000 fine to cancel: http://tinyurl.com/xyz,1
4082 is your verification code for Paytm. Valid for 10 minutes.,0
Your transaction of Rs 50000 at restaurant was successful.,0
Payment of Rs 25000 received. Thank you for your purchase.,0
Genuine work from home. Earn 2000 monthly. Registration: 7766554433,1
Your subscription has been renewed successfully. Thank you!,0
5223 is your verification code for Bank. Valid for 10 minutes.,0
Your UPI payment of Rs 1000 to pharmacy is successful.,0
Your laptop repair is complete. You can pick it up anytime.,0
Your account will be deactivated. Click http://sbi-verify.com to submit KYC documents now,1
Your subscription has been renewed successfully. Thank you!,0
Thanks for attending the webinar. Here's the recording link.,0
"Hi, I'm the Manager. You are shortlisted for Data Entry Operator. Pay Rs 1000 for docs: urgent@oksbi",1
Reminder: Doctor's appointment on Monday at 5:30 PM.,0
Stock market tips! Earn Rs 10000 daily. Join now: 7766554433,1
Congratulations! You are hired by HCL. Send Rs 10000 for laptop delivery to: collect@okicici,1
Let's catch up this weekend. Are you free on Saturday?,0
"I'll be late for the meeting, stuck in traffic near Indiranagar.",0
Amazon: Your one-time password is 8926. Do not share.,0
PhonePe offer: Get Rs 10000 cashback. Send Re 1 to verify@paytm to claim,1
The weather looks good for the picnic on Sunday.,0
Dinner was amazing! Thanks for the recommendation.,0
Your Google Pay account verification code is 1717.,0
Mom: I paid the electricity bill online. Receipt is on your WhatsApp.,0
"Hey, are we still meeting for dinner at 7 PM tonight?",0
Your mobile number will be blocked. Clear pending Rs 50000: 9876543210,1
The event starts at 8 PM. Don't be late!,0
Freshers wanted for HR Executive. One-time fee Rs 50000. Apply: urgent@oksbi,1
Your order has been shipped and will arrive by Monday.,0
6726 is your verification code for Flipkart. Valid for 10 minutes.,0
Reminder: Doctor's appointment on Friday at 3 PM.,0
Your laptop repair is complete. You can pick it up anytime.,0
Receive your OLX payment of Rs 1000. Scan QR and enter UPI PIN: http://bit.ly/verify,1
"Mom says the food is ready, come home soon from the office.",0
The party is at Sneha's place at 6 PM. See you there!,0
The event starts at 6 PM. Don't be late!,0
Happy anniversary! Wishing you many more years of happiness.,0
Bitcoin trading opportunity. Rs 1000 investment = Rs 10000 profit. Join: http://tinyurl.com/xyz,1
Your internet bill for this month is Rs 2000.,0
Can you share the meeting notes from yesterday's call?,0
Your account will be deactivated. Click http://bit.ly/verify to submit KYC documents now,1
Account verification pending. Submit Aadhaar OTP 6083 to activate services,1
This is Income Tax. A case has been filed against your Aadhaar. Pay fine of Rs 25000 or face arrest.,1
Congratulations! Rs 500 prize money. Processing fee Rs 200: payment@okaxis,1
"Mummy phone chori ho gaya hai, naye number pe 500 bhej do: urgent@oksbi",1
Can you share the meeting notes from yesterday's call?,0
Paytm mein 2000 rupay credited hain. Claim karo: collect@okicici,1
Your friend had an accident. Send Rs 5000 for treatment: payment@okaxis,1
Your gym membership has been renewed for another year.,0
The party is at Ravi's place at 7 PM. See you there!,0
You have unclaimed refund of Rs 2000. Collect at payment@okaxis,1
Did you see the new update on the company portal about holidays?,0
Thanks for attending the webinar. Here's the recording link.,0
Stock market tips! Earn Rs 25000 daily. Join now: 9876543210,1
Mom: I paid the electricity bill online. Receipt is on your WhatsApp.,0
Thanks for attending the webinar. Here's the recording link.,0
Police Notice: Your Aadhaar is used in illegal activity. Pay Rs 1000 penalty: 8877665544,1
Flipkart delivery failed. Confirm address and pay Rs 5000: http://sbi-verify.com,1
Please send the project report by Monday morning. Thanks!,0
The party is at Ravi's place at 6 PM. See you there!,0
Lunch at the usual place? I'll be there by 6 PM.,0
Payment of Rs 2000 received. Thank you for your purchase.,0
"Share market secret tips. Invest Rs 2000, profit guaranteed: 9876543210",1
Receive your OLX payment of Rs 10000. Scan QR and enter UPI PIN: http://tinyurl.com/xyz,1
Flipkart delivery failed. Confirm address and pay Rs 10000: http://tinyurl.com/xyz,1
3392 is your verification code for Google Pay. Valid for 10 minutes.,0
Amazon lucky draw jeeta hai. 50000 delivery charges bhejo: payment@okaxis,1
Use 3101 to complete your transaction on Bank.,0
Remote job at TCS. Send Rs 50000 for offer letter: urgent@oksbi,1
Can you share the meeting notes from yesterday's call?,0
Parcel from Germany held at customs. Clear Rs 25000 duty: 9876543210,1
Congratulations! You are hired by Flipkart. Send Rs 500 for laptop delivery to: help@ybl,1
Your exam results have been published. Check the portal.,0
"Hi, I'm the Manager. You are shortlisted for Software Engineer. Pay Rs 500 for docs: help@ybl",1
Rs 5000 debited from your account for Flipkart subscription.,0
Lunch at the usual place? I'll be there by 5:30 PM.,0
Your flight booking for Mumbai is confirmed. Check your email.,0
Happy birthday! Hope you have a great year ahead.,0
Congratulations on your promotion! Well deserved.,0
You are selected for Indian Idol prize of Rs 500. Call 9123456789 now,1
Your Kotak mobile banking is locked. Reset PIN by calling 9123456789,1
International courier delivery. Customs fee Rs 5000: 9876543210,1
"I'll be late for the meeting, stuck in traffic near HSR Layout.",0
Your friend had an accident. Send Rs 2000 for treatment: payment@okaxis,1
Bhai free iPhone jeetne ka mauka. Rs 50000 bhejo: payment@okaxis,1
Your ATM card is expired. Update details at http://tinyurl.com/xyz to avoid account freeze,1
See you at the gym tomorrow morning at 3 PM.,0
The event starts at 7 PM. Don't be late!,0
Court summons issued. Settle case by paying Rs 1000: http://sbi-verify.com,1
"Dear customer, your credit card limit is reduced. Call 8877665544 to restore",1
Your package is ready. Pay Rs 500 shipping: http://tinyurl.com/xyz,1
The event starts at 3 PM. Don't be late!,0
Congratulations on your promotion! Well deserved.,0
Tumhara UPI verify karna hai. Rs 1 bhejo help@ybl pe,1
Traffic Police: Challan of Rs 1000 pending. Pay now: http://v.ht/pay,1
Congratulations! Rs 5000 prize money. Processing fee Rs 10: collect@okicici,1
Your UPI payment of Rs 50000 to pharmacy is successful.,0
Your cab will arrive in 5 minutes. Driver: Ravi,0
COD order confirmation needed. Advance Rs 2000: collect@okicici,1
Your HDFC account will be closed in 24 hours. Update KYC: http://bit.ly/verify,1
"Dear customer, your credit card limit is reduced. Call 9123456789 to restore",1
Dinner was amazing! Thanks for the recommendation.,0
"I'll be late for the meeting, stuck in traffic near HSR Layout.",0
Genuine work from home. Earn 2000 monthly. Registration: 9876543210,1
"Your SBI debit card has been used for Rs 25000. If not you, call 9988776655",1
Your laptop repair is complete. You can pick it up anytime.,0
Happy birthday! Hope you have a great year ahead.,0
Please review the attached document and share feedback.,0
"You won Rs 50,000 cash in lucky draw. Courier charges Rs 10: http://bit.ly/verify",1
Congratulations! Rs 500 prize money. Processing fee Rs 50: collect@okicici,1
Your ICICI account will be closed in 24 hours. Update KYC: http://sbi-verify.com,1
Police Notice: Your Aadhaar is used in illegal activity. Pay Rs 25000 penalty: 9876543210,1
Payment of Rs 10000 received. Thank you for your purchase.,0
Please send the project report by Monday morning. Thanks!,0
Dinner was amazing! Thanks for the recommendation.,0
"Bhai urgent accident ho gaya hai, help chahiye. Is UPI pe bhej do: help@ybl",1
"OTP share karo jaldi, account band ho jayega: 4419",1
Your Amazon order requires Re-verification. Update payment: http://sbi-verify.com,1
The client liked our proposal. Great work team!,0
Your Amazon order requires Re-verification. Update payment: http://bit.ly/verify,1
You won cashback of Rs 5000! Claim now by sending Rs 10 to urgent@oksbi,1
Your cab will arrive in 5 minutes. Driver: Sneha,0
Your electricity connection will be cut in 2 hours. Pay pending bill now: http://sbi-verify.com,1
Account verification pending. Submit Aadhaar OTP 9996 to activate services,1
Can you pick up groceries on your way home? Need milk and bread.,0
Happy birthday! Hope you have a great year ahead.,0
Your gym membership has been renewed for another year.,0
Freshers wanted for Customer Support. One-time fee Rs 2000. Apply: urgent@oksbi,1
Your gas connection will be terminated. Clear dues Rs 25000: verify@paytm,1
Please send the project report by Monday morning. Thanks!,0
Did you finish watching that series? No spoilers please!,0
The match starts at 8 PM. Are you watching?,0
MLM opportunity! Earn Rs 50000 monthly. Registration Rs 1000: payment@okaxis,1
"Your phone number won Rs 50,000 cash in TCS draw. Contact 8877665544",1
Your Amazon account verification code is 9246.,0
Congratulations on your promotion! Well deserved.,0
"I'll be late for the meeting, stuck in traffic near MG Road.",0
Congratulations on your promotion! Well deserved.,0
Parcel from USA held at customs. Clear Rs 10000 duty: 9988776655,1
Your exam results have been published. Check the portal.,0
Mom: I paid the electricity bill online. Receipt is on your WhatsApp.,0
Your friend had an accident. Send Rs 25000 for treatment: verify@paytm,1
Salary nahi aayi? HR se contact karo 8877665544 pe,1
Your bag delivery is pending. Pay Rs 10000 customs fee: http://v.ht/pay,1
URGENT: Your account shows suspicious activity. Verify at http://bit.ly/verify or call 7766554433,1
Your OTP for Flipkart login is 9400. Do not share this with anyone.,0
"Government scheme: Invest Rs 25000, get Rs 100000 return. Apply: payment@okaxis",1
Your subscription has been renewed successfully. Thank you!,0
Papa ko heart attack hua. ICU fee Rs 1000 urgent: 9988776655,1
Cyber Crime Notice: Your number is linked to fraud. Pay Rs 5000: 9123456789,1
Reminder: Doctor's appointment on Monday at 3 PM.,0
Dinner was amazing! Thanks for the recommendation.,0
See you at the gym tomorrow morning at 10 AM.,0
Please send the project report by Monday morning. Thanks!,0
"Government scheme: Invest Rs 1000, get Rs 100000 return. Apply: help@ybl",1
Google Pay reward Rs 1000 credited. Verify UPI at urgent@oksbi,1
Please review the attached document and share feedback.,0
Your OTP for Google Pay login is 9064. Do not share this with anyone.,0
Your cab will arrive in 5 minutes. Driver: Rahul,0
Speed Post parcel pending. Pay Rs 500 charges: payment@okaxis,1
"Gold investment scheme. Pay Rs 25000, get 10000 returns: http://tinyurl.com/xyz",1
MLM opportunity! Earn Rs 50000 monthly. Registration Rs 10000: payment@okaxis,1
Rs 1000 credited to your account. Balance: Rs 22933.,0
You are selected for HR Executive role. Pay Rs 2000 training fee: payment@okaxis,1
Can you share the meeting notes from yesterday's call?,0
You are selected for Data Entry Operator role. Pay Rs 1000 training fee: urgent@oksbi,1
URGENT: Your account shows suspicious activity. Verify at http://bit.ly/verify or call 9123456789,1
Your Amazon order requires Re-verification. Update payment: http://bit.ly/verify,1
Your exam results have been published. Check the portal.,0
Your mobile number will be blocked. Clear pending Rs 1000: 9123456789,1
"Share market secret tips. Invest Rs 500, profit guaranteed: 9123456789",1
"Hey, are we still meeting for dinner at 7 PM tonight?",0
Your application has been received. We'll get back to you soon.,0
Flipkart delivery failed. Confirm address and pay Rs 500: http://bit.ly/verify,1
Your laptop repair is complete. You can pick it up anytime.,0
1344 is your verification code for Flipkart. Valid for 10 minutes.,0
Your exam results have been published. Check the portal.,0
Congratulations on your promotion! Well deserved.,0
"Bhai bike accident, hospital bill Rs 1000. Help: urgent@oksbi",1
"Bhai bike accident, hospital bill Rs 10000. Help: verify@paytm",1
Maa ko emergency hai. Jaldi 2000 bhejo: help@ybl,1
